Date,Open,High,Low,Close,Volume,Dividends,Stock_Splits
2026-01-01,470.0,473.52,465.56,467.15,0,0.0,0.0
2026-01-04,467.15,473.13,463.67,471.59,0,0.0,0.0
2026-01-05,471.59,474.46,465.79,467.87,0,0.0,0.0
2026-01-06,467.87,473.05,467.29,470.83,0,0.0,0.0
2026-01-07,470.83,471.56,466.48,466.69,0,0.0,0.0
2026-01-08,466.69,468.58,462.5,463.63,0,0.0,0.0
2026-01-11,463.63,464.56,457.72,460.7,0,0.0,0.0
2026-01-12,460.7,463.51,457.37,463.18,0,0.0,0.0
2026-01-13,463.18,472.45,460.17,469.0,0,0.0,0.0
2026-01-14,469.0,475.03,466.5,474.15,0,0.0,0.0
2026-01-15,474.15,480.27,472.41,477.87,0,0.0,0.0
2026-01-18,477.87,479.35,472.93,474.55,0,0.0,0.0
2026-01-19,474.55,480.29,472.71,479.96,0,0.0,0.0
2026-01-20,479.96,487.57,476.54,486.24,0,0.0,0.0
2026-01-21,486.24,489.06,476.31,478.98,0,0.0,0.0
2026-01-22,478.98,481.37,477.09,478.38,0,0.0,0.0
2026-01-25,478.38,479.65,476.84,478.87,0,0.0,0.0
2026-01-26,478.87,481.85,474.33,475.54,0,0.0,0.0
2026-01-27,475.54,478.21,474.31,476.48,0,0.0,0.0
2026-01-28,476.48,476.84,467.22,470.02,0,0.0,0.0
2026-01-29,470.02,473.04,463.16,464.72,0,0.0,0.0
2026-02-01,464.72,471.82,462.32,471.11,0,0.0,0.0
2026-02-02,471.11,473.79,467.81,473.23,0,0.0,0.0
2026-02-03,473.23,476.31,471.91,475.42,0,0.0,0.0
2026-02-04,475.42,476.83,469.56,470.65,0,0.0,0.0
2026-02-05,470.65,472.96,464.42,466.9,0,0.0,0.0
2026-02-08,466.9,467.36,465.79,466.58,0,0.0,0.0
2026-02-09,466.58,469.01,456.85,459.71,0,0.0,0.0
2026-02-10,459.71,460.17,458.4,458.64,0,0.0,0.0
2026-02-11,458.64,462.17,457.56,461.82,0,0.0,0.0
2026-02-12,461.82,464.5,454.18,456.79,0,0.0,0.0
2026-02-15,456.79,464.04,454.97,463.55,0,0.0,0.0
2026-02-16,463.55,467.17,461.04,465.64,0,0.0,0.0
2026-02-17,465.64,467.08,458.37,460.77,0,0.0,0.0
2026-02-18,460.77,461.12,452.46,455.06,0,0.0,0.0
2026-02-19,455.06,458.35,452.41,453.48,0,0.0,0.0
2026-02-22,453.48,453.77,448.57,450.45,0,0.0,0.0
2026-02-23,450.45,454.53,448.12,451.9,0,0.0,0.0
2026-02-24,451.9,455.07,450.15,454.05,0,0.0,0.0
2026-02-25,454.05,458.44,453.86,457.43,0,0.0,0.0
2026-02-26,457.43,465.37,457.04,463.67,0,0.0,0.0
2026-03-01,463.67,466.82,460.27,464.98,0,0.0,0.0
2026-03-02,464.98,471.49,461.98,471.03,0,0.0,0.0
2026-03-03,471.03,473.44,466.44,469.13,0,0.0,0.0
2026-03-04,469.13,473.0,468.89,472.94,0,0.0,0.0
2026-03-05,472.94,473.15,463.61,466.41,0,0.0,0.0
2026-03-08,466.41,469.96,464.96,468.21,0,0.0,0.0
2026-03-09,468.21,470.09,460.18,462.34,0,0.0,0.0
2026-03-10,462.34,464.11,459.0,459.7,0,0.0,0.0
2026-03-11,459.7,461.55,457.51,460.2,0,0.0,0.0
